Date,Crop_Type,Soil_Type,Temperature_C,Humidity_Percent,Rainfall_mm,Soil_Moisture_Percent,Irrigation_Needed_Liters
2027-03-04,Maize,Sandy,38.02,66.19,2.95,9.49,59.36
2027-03-05,Sugarcane,Loamy,26.26,54.84,2.1,19.84,69.39
2027-03-06,Wheat,Silt,38.17,31.97,0.22,33.07,51.64
2027-03-07,Rice,Silt,29.81,34.38,6.68,33.99,53.48
2027-03-08,Maize,Loamy,18.13,88.79,9.84,28.76,20.63
2027-03-09,Wheat,Silt,20.71,50.95,0.37,27.79,26.45
2027-03-10,Cotton,Silt,24.91,61.67,10.29,20.95,19.31
2027-03-11,Cotton,Silt,35.86,27.4,5.47,25.72,48.19
2027-03-12,Cotton,Sandy,15.56,50.64,0.11,14.67,45.01
2027-03-13,Rice,Sandy,18.96,46.35,5.58,20.65,40.18
2027-03-14,Sugarcane,Clay,30.96,55.79,15.44,34.57,51.19
2027-03-15,Rice,Loamy,43.35,33.69,5.13,31.35,65.36
2027-03-16,Rice,Silt,22.88,22.75,1.82,34.89,52.29
2027-03-17,Cotton,Clay,36.19,74.79,3.04,38.96,39.33
2027-03-18,Rice,Sandy,26.94,60.6,14.79,6.38,55.04
2027-03-19,Rice,Loamy,30.25,21.68,1.88,31.4,65.32
2027-03-20,Rice,Sandy,23.57,40.86,2.42,21.71,47.8
2027-03-21,Cotton,Clay,24.57,73.7,1.16,43.0,15.14
2027-03-22,Cotton,Loamy,27.03,34.47,1.11,25.13,46.03
2027-03-23,Cotton,Clay,30.06,87.61,14.21,42.3,15.0
2027-03-24,Rice,Sandy,40.79,38.04,1.28,14.61,84.99
2027-03-25,Sugarcane,Loamy,23.16,31.88,6.34,30.4,54.77
2027-03-26,Rice,Silt,37.08,29.68,16.93,36.42,58.23
2027-03-27,Maize,Silt,19.15,72.37,3.17,35.66,24.48
2027-03-28,Rice,Silt,35.59,21.28,1.87,32.76,67.06
2027-03-29,Maize,Silt,40.56,67.88,1.54,33.76,44.75
2027-03-30,Sugarcane,Clay,42.98,44.16,0.56,34.84,66.61
2027-03-31,Maize,Sandy,23.08,36.99,23.94,8.95,33.45
2027-04-01,Wheat,Loamy,19.41,87.96,14.73,32.69,8.29
2027-04-02,Sugarcane,Silt,23.01,53.38,8.65,25.43,43.11
2027-04-03,Cotton,Loamy,28.95,57.63,26.65,22.98,15.69
2027-04-04,Wheat,Clay,26.78,68.69,13.89,35.85,21.61
2027-04-05,Maize,Clay,21.33,55.15,0.1,30.06,28.1
2027-04-06,Rice,Silt,22.94,55.98,4.26,38.52,45.87
2027-04-07,Cotton,Silt,22.11,74.33,17.79,29.33,13.83
2027-04-08,Wheat,Sandy,24.14,37.95,4.5,5.31,48.56
2027-04-09,Rice,Silt,17.5,40.54,10.51,35.3,32.13
2027-04-10,Rice,Silt,23.24,65.41,6.39,37.26,39.85
2027-04-11,Cotton,Clay,38.75,53.3,3.85,40.42,35.97
2027-04-12,Maize,Clay,33.11,84.15,0.26,28.11,34.74
2027-04-13,Wheat,Sandy,18.55,89.75,7.74,13.17,31.94
2027-04-14,Maize,Silt,27.2,79.36,2.29,31.82,28.02
2027-04-15,Wheat,Sandy,30.83,71.51,9.12,23.99,27.22
2027-04-16,Rice,Silt,25.08,30.81,2.56,27.33,60.36
2027-04-17,Maize,Sandy,35.79,20.35,2.79,8.95,70.46
2027-04-18,Cotton,Silt,21.16,69.85,4.33,23.44,28.57
2027-04-19,Wheat,Silt,26.17,70.45,4.05,28.46,25.39
2027-04-20,Sugarcane,Silt,16.65,67.14,11.1,36.08,38.1
2027-04-21,Sugarcane,Silt,17.53,76.83,6.35,34.59,37.6
2027-04-22,Rice,Clay,35.39,78.16,0.21,25.46,54.24
2027-04-23,Cotton,Silt,31.75,84.21,2.48,36.9,32.0
2027-04-24,Maize,Silt,24.84,83.57,0.51,32.13,22.71
2027-04-25,Rice,Sandy,18.68,34.84,0.15,13.68,68.67
2027-04-26,Sugarcane,Clay,33.15,62.99,3.8,26.84,59.67
2027-04-27,Wheat,Clay,38.29,41.79,4.19,44.63,32.39
2027-04-28,Maize,Loamy,26.58,75.08,4.84,16.65,44.94
2027-04-29,Wheat,Silt,16.62,20.85,5.41,25.79,28.52
2027-04-30,Sugarcane,Silt,23.09,55.8,2.9,30.25,51.04
2027-05-01,Rice,Silt,38.91,51.0,1.92,34.46,61.81
2027-05-02,Wheat,Silt,44.33,75.07,7.35,37.15,27.0
2027-05-03,Maize,Silt,37.13,61.98,0.98,26.07,42.02
2027-05-04,Rice,Loamy,39.95,85.27,6.93,31.86,49.82
2027-05-05,Rice,Clay,26.78,63.12,0.66,36.59,50.99
2027-05-06,Wheat,Loamy,33.25,35.4,3.26,28.51,43.94
2027-05-07,Wheat,Loamy,24.75,52.98,8.54,17.49,37.15
2027-05-08,Wheat,Sandy,28.06,37.52,5.81,19.85,48.08
2027-05-09,Cotton,Loamy,43.0,42.2,14.01,22.37,32.32
2027-05-10,Wheat,Loamy,36.11,61.85,3.37,15.64,55.75
2027-05-11,Sugarcane,Clay,43.98,62.29,6.92,43.73,50.55
2027-05-12,Rice,Loamy,19.56,83.86,11.17,28.08,31.03
2027-05-13,Wheat,Clay,44.55,81.45,11.27,38.18,24.07
2027-05-14,Cotton,Clay,23.75,59.39,0.53,43.44,17.84
2027-05-15,Cotton,Sandy,31.74,73.49,4.83,9.64,47.01
2027-05-16,Maize,Loamy,44.56,76.69,3.08,33.08,37.46
2027-05-17,Maize,Sandy,25.23,33.14,8.61,23.3,38.22
2027-05-18,Rice,Silt,18.64,62.6,6.07,29.06,38.46
2027-05-19,Maize,Clay,37.29,82.99,8.53,44.81,21.15
2027-05-20,Maize,Sandy,18.87,56.62,5.01,16.57,36.56
2027-05-21,Rice,Sandy,15.64,44.36,6.35,20.34,39.5
2027-05-22,Wheat,Sandy,16.89,27.55,5.25,11.25,44.09
2027-05-23,Maize,Clay,44.36,87.58,2.69,30.31,36.82
2027-05-24,Maize,Clay,30.97,62.48,3.35,33.16,36.27
2027-05-25,Maize,Sandy,25.23,57.91,5.62,17.67,42.77
2027-05-26,Sugarcane,Loamy,23.55,21.7,4.9,20.05,61.01
2027-05-27,Cotton,Silt,43.74,20.74,23.22,33.66,35.86
2027-05-28,Cotton,Loamy,40.84,30.18,9.08,15.31,65.88
2027-05-29,Rice,Silt,18.23,50.81,0.66,29.73,45.75
2027-05-30,Maize,Sandy,32.01,58.74,0.16,14.39,55.55
2027-05-31,Maize,Clay,33.75,74.59,7.66,35.39,30.15
2027-06-01,Maize,Clay,41.66,36.82,1.64,26.06,54.77
2027-06-02,Sugarcane,Silt,21.87,36.23,11.58,36.68,50.32
2027-06-03,Rice,Silt,27.35,56.32,0.17,33.49,49.43
2027-06-04,Rice,Silt,41.21,52.33,0.11,24.55,59.85
2027-06-05,Cotton,Clay,31.26,68.27,3.17,33.79,39.68
2027-06-06,Rice,Silt,22.51,82.37,2.03,22.95,37.58
2027-06-07,Wheat,Clay,20.63,21.52,3.67,38.6,32.51
2027-06-08,Sugarcane,Loamy,37.31,89.01,5.5,19.9,71.3
2027-06-09,Cotton,Loamy,21.35,79.58,2.79,34.24,26.34
2027-06-10,Sugarcane,Clay,30.16,79.58,5.71,42.94,42.34
2027-06-11,Sugarcane,Sandy,30.07,31.64,6.11,10.83,78.7
2027-06-12,Sugarcane,Silt,41.25,80.76,4.98,29.46,61.03
2027-06-13,Rice,Clay,27.47,46.57,2.41,36.78,50.89
2027-06-14,Cotton,Sandy,44.06,25.87,2.13,13.38,67.1
2027-06-15,Maize,Sandy,21.42,53.29,1.91,10.33,45.8
2027-06-16,Maize,Sandy,38.62,88.89,0.1,18.98,51.52
2027-06-17,Sugarcane,Silt,27.09,85.47,0.06,31.76,50.01
2027-06-18,Cotton,Loamy,17.52,67.71,5.7,28.38,27.65
2027-06-19,Maize,Loamy,43.63,84.49,0.28,22.21,39.88
2027-06-20,Cotton,Sandy,38.37,70.33,3.43,5.82,55.51
2027-06-21,Wheat,Sandy,33.11,76.03,4.4,24.94,29.74
2027-06-22,Rice,Silt,35.02,89.4,6.25,23.28,52.73
2027-06-23,Cotton,Loamy,15.22,42.16,5.65,24.68,27.87
2027-06-24,Maize,Clay,25.77,23.18,9.34,43.22,29.92
2027-06-25,Cotton,Sandy,44.94,38.1,6.44,23.16,48.41
2027-06-26,Sugarcane,Sandy,27.52,40.83,12.19,8.86,59.34
2027-06-27,Cotton,Silt,29.34,35.64,6.11,23.82,40.32
2027-06-28,Wheat,Sandy,43.67,22.0,1.11,9.85,64.48
2027-06-29,Wheat,Loamy,31.52,40.31,4.75,22.08,34.0
2027-06-30,Cotton,Loamy,19.41,84.2,31.82,30.61,3.72
2027-07-01,Rice,Sandy,44.06,51.88,8.85,24.5,57.24
2027-07-02,Rice,Silt,30.63,54.13,4.32,33.78,52.64
2027-07-03,Wheat,Silt,24.52,63.58,5.29,35.39,17.94
2027-07-04,Cotton,Loamy,38.32,46.82,2.01,23.96,44.08
2027-07-05,Maize,Sandy,39.24,28.72,17.63,16.1,56.1
2027-07-06,Maize,Loamy,32.75,64.31,0.27,19.86,54.77
2027-07-07,Rice,Clay,40.65,66.07,2.85,31.93,57.12
2027-07-08,Sugarcane,Clay,24.29,59.84,1.41,34.94,51.86
2027-07-09,Sugarcane,Silt,43.47,79.33,2.03,28.0,59.54
2027-07-10,Wheat,Sandy,23.36,31.12,1.09,24.46,32.92
2027-07-11,Maize,Sandy,16.26,32.37,10.01,16.26,45.7
2027-07-12,Wheat,Silt,23.86,33.55,4.04,27.66,32.94
2027-07-13,Maize,Loamy,31.09,39.23,3.27,29.91,46.23
2027-07-14,Sugarcane,Silt,37.4,79.28,2.36,25.93,62.34
2027-07-15,Wheat,Sandy,29.16,83.55,2.26,10.74,40.0
2027-07-16,Cotton,Silt,25.33,68.56,7.13,37.06,32.84
2027-07-17,Cotton,Loamy,26.83,67.4,3.23,34.88,36.37
2027-07-18,Cotton,Clay,41.42,42.91,1.71,30.39,42.87
2027-07-19,Wheat,Clay,30.72,55.35,3.72,44.48,27.47
2027-07-20,Cotton,Loamy,43.26,32.54,0.54,16.04,69.62
2027-07-21,Wheat,Loamy,21.25,52.32,12.06,21.53,14.99
2027-07-22,Maize,Clay,22.55,68.63,7.34,29.9,20.3
2027-07-23,Cotton,Silt,15.3,85.6,4.94,26.44,23.48
2027-07-24,Maize,Clay,22.06,29.64,4.74,28.33,38.17
2027-07-25,Sugarcane,Sandy,23.94,22.45,0.19,5.53,76.43
2027-07-26,Maize,Clay,27.95,51.71,3.6,39.26,31.64
2027-07-27,Wheat,Sandy,20.01,68.89,7.58,11.6,33.93
2027-07-28,Wheat,Silt,40.84,35.67,14.17,31.98,42.95
2027-07-29,Maize,Loamy,18.8,77.86,10.0,23.91,14.28
2027-07-30,Sugarcane,Sandy,37.45,73.12,15.3,6.08,65.58
2027-07-31,Maize,Clay,24.92,26.32,4.14,34.58,35.63
2027-08-01,Cotton,Silt,37.14,73.71,11.79,28.19,32.72
2027-08-02,Wheat,Sandy,21.34,46.74,3.92,14.36,37.76
2027-08-03,Cotton,Loamy,17.19,46.47,6.19,15.4,40.42
2027-08-04,Rice,Silt,15.26,33.33,14.15,30.42,47.98
2027-08-05,Maize,Clay,31.32,47.43,1.86,30.03,37.06
2027-08-06,Cotton,Sandy,20.76,35.74,1.58,13.99,55.92
2027-08-07,Maize,Silt,23.61,32.86,2.38,37.89,35.06
2027-08-08,Maize,Clay,29.31,31.27,1.94,29.5,45.27
2027-08-09,Maize,Loamy,32.81,64.77,3.42,15.36,52.01
2027-08-10,Maize,Silt,17.73,53.17,1.08,24.17,28.97
2027-08-11,Sugarcane,Sandy,27.11,34.54,5.23,22.42,61.49
2027-08-12,Sugarcane,Loamy,37.56,29.8,2.14,22.79,75.07
2027-08-13,Maize,Silt,42.34,85.32,3.44,20.13,35.66
2027-08-14,Maize,Loamy,26.91,41.24,6.26,16.11,42.93
2027-08-15,Sugarcane,Silt,26.05,45.48,16.02,28.88,46.53
2027-08-16,Wheat,Silt,22.97,60.03,11.24,29.5,17.67
2027-08-17,Maize,Sandy,17.22,82.4,9.41,24.85,19.08
2027-08-18,Rice,Loamy,39.81,79.11,4.21,22.65,57.61
2027-08-19,Maize,Loamy,31.16,51.23,4.16,24.41,35.29
2027-08-20,Sugarcane,Sandy,28.33,61.23,0.75,5.07,68.47
2027-08-21,Wheat,Sandy,17.98,83.62,1.21,9.09,33.09
2027-08-22,Cotton,Silt,38.15,81.25,4.76,23.76,38.71
2027-08-23,Wheat,Clay,43.63,37.31,6.58,33.79,43.79
2027-08-24,Wheat,Clay,38.96,37.03,6.46,26.37,47.73
2027-08-25,Sugarcane,Clay,17.14,22.27,6.82,27.67,52.8
2027-08-26,Maize,Sandy,16.49,38.46,0.34,12.38,55.0
2027-08-27,Rice,Loamy,34.87,28.13,4.05,20.74,67.64
2027-08-28,Rice,Clay,44.18,22.63,1.68,28.91,67.07
2027-08-29,Rice,Sandy,24.87,26.64,28.8,10.36,52.11
2027-08-30,Sugarcane,Silt,36.94,56.71,19.79,31.06,52.15
2027-08-31,Rice,Silt,19.36,75.9,9.71,29.64,36.7
2027-09-01,Maize,Loamy,29.76,47.58,4.72,15.89,49.51
2027-09-02,Sugarcane,Silt,32.39,81.4,10.12,29.02,42.09
2027-09-03,Rice,Silt,24.64,70.72,1.68,35.05,37.18
2027-09-04,Sugarcane,Sandy,29.96,23.15,1.03,23.69,67.86
2027-09-05,Sugarcane,Clay,38.86,64.15,4.43,32.07,64.89
2027-09-06,Cotton,Silt,29.17,68.88,2.84,24.05,33.28
2027-09-07,Sugarcane,Silt,19.92,50.98,3.4,26.24,49.89
2027-09-08,Wheat,Loamy,25.82,66.85,5.01,19.65,42.38
2027-09-09,Rice,Sandy,30.27,50.33,2.36,19.15,71.03
2027-09-10,Rice,Clay,35.14,37.67,0.09,38.98,70.87
2027-09-11,Sugarcane,Sandy,30.77,86.3,4.52,18.16,67.38
2027-09-12,Cotton,Silt,24.03,57.76,7.49,26.42,24.14
2027-09-13,Cotton,Sandy,22.64,86.42,5.05,8.12,36.33
2027-09-14,Maize,Sandy,29.82,23.87,15.47,7.57,49.18
2027-09-15,Wheat,Silt,25.29,32.9,0.56,39.38,38.2
2027-09-16,Cotton,Clay,22.66,55.47,16.97,36.5,22.34
2027-09-17,Sugarcane,Loamy,29.26,79.82,3.19,32.37,48.75
2027-09-18,Maize,Silt,32.62,82.24,13.89,21.07,23.01
2027-09-19,Wheat,Sandy,33.78,75.55,1.65,16.14,46.25
2027-09-20,Maize,Loamy,31.7,48.79,3.08,17.32,54.04
2027-09-21,Rice,Silt,39.5,33.74,1.15,32.92,72.08
2027-09-22,Rice,Sandy,36.81,89.95,23.16,19.89,51.44
2027-09-23,Cotton,Loamy,40.01,48.36,16.35,16.63,49.62
2027-09-24,Cotton,Silt,27.15,34.74,4.49,35.12,45.87
2027-09-25,Wheat,Sandy,36.95,37.98,0.96,18.81,67.06
2027-09-26,Maize,Clay,24.08,54.62,0.71,44.12,19.8
2027-09-27,Wheat,Sandy,38.7,65.94,4.69,13.24,54.84
2027-09-28,Sugarcane,Clay,19.61,32.6,2.84,41.14,48.76
2027-09-29,Rice,Loamy,17.3,27.45,3.42,27.18,53.65
2027-09-30,Rice,Sandy,35.36,20.71,3.28,13.29,82.64
2027-10-01,Rice,Clay,32.31,81.11,9.96,32.43,43.25
2027-10-02,Cotton,Silt,27.99,33.44,11.74,23.96,32.15
2027-10-03,Sugarcane,Sandy,22.28,42.66,16.91,23.24,42.7
2027-10-04,Cotton,Sandy,25.55,83.41,20.0,12.0,23.56
2027-10-05,Wheat,Silt,17.43,81.25,9.79,28.07,16.21
2027-10-06,Rice,Silt,34.83,47.64,6.82,37.94,52.56
2027-10-07,Rice,Sandy,32.31,66.02,1.08,12.81,72.68
2027-10-08,Cotton,Clay,35.05,71.81,2.97,43.75,31.42
2027-10-09,Maize,Sandy,32.08,68.48,4.48,22.57,37.14
2027-10-10,Maize,Loamy,16.29,80.9,5.67,28.21,18.69
2027-10-11,Wheat,Loamy,29.41,80.93,2.23,33.53,26.19
2027-10-12,Cotton,Loamy,31.92,57.31,0.74,26.82,38.89
2027-10-13,Cotton,Loamy,19.22,80.88,5.63,34.87,17.55
2027-10-14,Rice,Clay,41.31,47.67,3.14,42.21,50.13
2027-10-15,Sugarcane,Silt,41.76,22.17,11.29,21.01,66.0
2027-10-16,Wheat,Silt,36.19,22.38,9.24,29.32,42.56
2027-10-17,Cotton,Silt,23.19,20.17,2.69,34.57,41.79
2027-10-18,Maize,Sandy,33.26,37.82,12.89,20.51,38.45
2027-10-19,Maize,Silt,42.73,69.87,2.3,34.26,40.24
2027-10-20,Wheat,Sandy,27.19,31.68,0.12,7.67,55.93
2027-10-21,Rice,Silt,44.65,44.25,4.57,38.74,58.0
2027-10-22,Wheat,Loamy,22.55,39.04,6.38,15.97,45.91
2027-10-23,Rice,Clay,17.46,41.06,1.27,36.04,44.14
2027-10-24,Maize,Loamy,43.91,51.06,7.93,15.27,53.29
2027-10-25,Sugarcane,Loamy,16.84,30.91,2.92,25.13,59.29
2027-10-26,Maize,Clay,42.15,59.2,2.99,37.93,45.72
2027-10-27,Wheat,Silt,16.2,43.26,3.18,26.29,26.2
2027-10-28,Sugarcane,Sandy,16.79,89.5,0.37,5.92,59.12
2027-10-29,Cotton,Loamy,27.3,64.39,0.12,32.96,35.12
2027-10-30,Cotton,Sandy,40.82,86.72,2.75,8.45,56.89
2027-10-31,Wheat,Silt,43.07,86.49,0.61,39.13,34.21
2027-11-01,Sugarcane,Silt,16.04,82.22,5.13,32.87,42.41
2027-11-02,Wheat,Sandy,40.98,71.97,14.88,23.8,24.29
2027-11-03,Sugarcane,Sandy,22.68,66.25,2.27,20.72,47.73
2027-11-04,Maize,Clay,21.13,25.9,4.84,27.95,35.96
2027-11-05,Cotton,Sandy,38.46,76.86,0.88,19.79,54.6
2027-11-06,Cotton,Silt,33.64,32.49,7.07,20.95,47.75
2027-11-07,Maize,Silt,32.38,83.15,0.06,29.97,32.1
2027-11-08,Wheat,Clay,16.95,63.82,2.7,37.45,23.26
2027-11-09,Maize,Sandy,31.85,61.52,2.33,10.6,51.64
2027-11-10,Wheat,Loamy,24.76,33.96,5.02,26.38,29.3
2027-11-11,Cotton,Loamy,31.06,84.32,5.79,29.89,32.01
2027-11-12,Maize,Clay,33.68,33.21,4.21,39.79,49.7
2027-11-13,Rice,Silt,33.63,77.36,7.16,39.76,42.05
2027-11-14,Cotton,Silt,21.85,21.74,2.42,22.83,41.26
2027-11-15,Rice,Loamy,16.32,78.56,1.43,23.64,41.01
2027-11-16,Cotton,Clay,27.81,27.14,3.4,38.93,43.63
2027-11-17,Rice,Clay,40.26,20.73,5.06,32.88,63.79
2027-11-18,Wheat,Loamy,40.04,59.09,0.16,24.23,39.78
2027-11-19,Rice,Silt,23.38,36.17,10.37,23.42,44.56
2027-11-20,Cotton,Clay,38.2,53.21,2.16,32.22,47.11
2027-11-21,Wheat,Loamy,36.54,82.79,11.6,21.57,27.71
2027-11-22,Wheat,Clay,26.31,82.71,1.61,30.46,23.82
2027-11-23,Maize,Loamy,28.15,70.87,11.26,28.48,16.23
2027-11-24,Sugarcane,Sandy,37.89,66.5,1.41,22.34,64.62
2027-11-25,Cotton,Loamy,22.34,73.59,0.36,17.95,41.17
2027-11-26,Sugarcane,Silt,21.67,23.74,4.77,20.95,60.68
2027-11-27,Cotton,Sandy,42.14,53.26,1.27,22.06,43.52
2027-11-28,Wheat,Clay,18.96,66.5,1.2,33.66,23.19
2027-11-29,Rice,Silt,18.48,21.62,0.26,39.09,52.85
2027-11-30,Sugarcane,Loamy,18.24,55.62,3.13,34.03,52.67
2027-12-01,Rice,Loamy,33.06,51.85,2.2,33.94,55.62
2027-12-02,Rice,Loamy,21.96,23.27,14.52,21.27,44.66
2027-12-03,Cotton,Clay,40.11,21.93,8.98,27.81,52.32
2027-12-04,Sugarcane,Clay,19.94,59.61,1.87,28.56,52.16
2027-12-05,Cotton,Silt,26.96,31.89,2.41,37.43,44.18
2027-12-06,Wheat,Loamy,43.39,30.14,0.98,32.25,49.36
2027-12-07,Wheat,Silt,23.22,61.83,8.03,22.67,17.66
2027-12-08,Rice,Loamy,25.83,21.22,1.07,30.05,62.62
2027-12-09,Wheat,Sandy,44.44,44.46,12.74,23.66,28.45
2027-12-10,Rice,Clay,27.99,84.23,2.99,39.89,44.8
2027-12-11,Maize,Sandy,20.98,49.78,7.04,17.1,39.13
2027-12-12,Sugarcane,Clay,29.44,23.11,8.51,44.8,49.44
2027-12-13,Cotton,Clay,20.09,65.68,4.73,40.76,18.52
2027-12-14,Rice,Loamy,23.08,51.4,10.73,34.41,34.55
2027-12-15,Wheat,Sandy,16.6,79.33,4.96,14.77,37.34
2027-12-16,Wheat,Silt,23.91,75.4,0.52,36.46,21.05
2027-12-17,Sugarcane,Silt,35.49,60.64,4.51,25.82,63.6
2027-12-18,Sugarcane,Sandy,22.7,51.24,5.93,6.59,60.57
2027-12-19,Sugarcane,Silt,35.53,45.89,2.98,26.6,66.85
2027-12-20,Sugarcane,Sandy,43.89,64.44,10.9,13.52,68.99
2027-12-21,Sugarcane,Silt,23.89,58.15,1.27,28.88,49.91
2027-12-22,Cotton,Clay,27.52,73.07,2.5,41.53,18.6
2027-12-23,Wheat,Clay,27.92,65.37,2.27,29.61,29.82
2027-12-24,Sugarcane,Loamy,19.28,58.97,1.92,22.85,48.68
2027-12-25,Wheat,Clay,19.0,68.05,1.19,42.15,12.35
2027-12-26,Cotton,Silt,44.96,50.32,6.07,23.65,40.66
2027-12-27,Maize,Sandy,32.25,28.06,2.7,10.26,60.43
2027-12-28,Maize,Loamy,35.27,37.48,4.26,33.86,54.34
2027-12-29,Sugarcane,Loamy,44.04,75.92,0.73,21.95,62.79
2027-12-30,Cotton,Clay,18.35,52.1,5.97,44.95,13.94
2027-12-31,Maize,Loamy,31.31,78.84,10.74,18.21,37.04
2028-01-01,Cotton,Loamy,32.95,79.84,2.4,29.8,35.77
2028-01-02,Maize,Clay,36.28,79.82,5.79,25.36,31.3
2028-01-03,Rice,Sandy,32.11,72.95,0.59,21.77,50.33
2028-01-04,Wheat,Clay,44.14,25.86,11.57,27.52,39.36
2028-01-05,Rice,Silt,34.36,58.28,6.8,26.78,49.71
2028-01-06,Rice,Sandy,29.44,51.54,2.76,15.18,67.67
2028-01-07,Rice,Clay,31.99,69.84,9.22,34.28,51.57
2028-01-08,Wheat,Loamy,21.68,43.64,3.37,21.34,24.01
2028-01-09,Wheat,Loamy,18.69,25.92,0.24,17.22,49.06
2028-01-10,Wheat,Silt,20.64,82.16,8.26,30.41,16.35
2028-01-11,Cotton,Loamy,16.1,83.3,0.68,33.96,25.43
2028-01-12,Cotton,Silt,30.05,21.63,2.2,34.8,50.06
2028-01-13,Maize,Sandy,16.34,74.91,5.68,14.46,35.4
2028-01-14,Wheat,Clay,41.18,75.79,3.62,27.61,33.29
2028-01-15,Sugarcane,Silt,18.88,42.28,0.28,34.07,52.35
2028-01-16,Wheat,Clay,43.13,29.0,0.46,41.77,42.13
2028-01-17,Rice,Clay,38.97,45.36,1.23,43.58,48.84
2028-01-18,Rice,Silt,19.19,58.62,1.6,21.3,42.3
2028-01-19,Sugarcane,Sandy,37.82,53.99,2.1,13.37,82.57
2028-01-20,Rice,Silt,36.47,81.93,1.93,27.62,55.68
2028-01-21,Maize,Clay,40.08,28.59,8.64,35.09,50.31
2028-01-22,Rice,Loamy,26.49,56.85,5.67,20.72,43.51
2028-01-23,Cotton,Sandy,30.03,86.58,7.18,13.59,42.33
2028-01-24,Wheat,Sandy,28.68,76.97,2.4,15.77,42.35
2028-01-25,Rice,Clay,21.47,23.05,1.82,38.92,57.71
2028-01-26,Cotton,Clay,15.85,81.89,6.89,44.84,9.38
2028-01-27,Rice,Sandy,20.17,28.11,4.32,12.29,67.48
2028-01-28,Rice,Sandy,20.95,72.4,1.66,21.26,37.71
2028-01-29,Maize,Clay,17.94,51.28,6.62,28.46,21.71
2028-01-30,Rice,Silt,22.83,43.44,3.12,38.54,47.41
2028-01-31,Sugarcane,Silt,29.04,88.91,4.07,33.22,49.0
2028-02-01,Sugarcane,Silt,32.83,24.89,1.48,23.94,67.1
2028-02-02,Maize,Sandy,31.83,46.88,1.56,18.04,50.81
2028-02-03,Sugarcane,Clay,38.04,31.5,7.0,40.22,57.36
2028-02-04,Maize,Sandy,44.22,33.54,8.63,16.24,61.59
2028-02-05,Cotton,Sandy,29.9,48.51,6.0,23.08,31.83
2028-02-06,Sugarcane,Sandy,41.37,78.34,13.23,14.17,66.61
2028-02-07,Wheat,Clay,24.32,89.61,0.2,28.25,22.36
2028-02-08,Wheat,Silt,16.1,50.05,7.02,31.66,22.62
2028-02-09,Rice,Sandy,40.17,83.68,3.56,18.89,67.67
2028-02-10,Sugarcane,Loamy,22.46,50.22,5.03,20.14,42.31
2028-02-11,Maize,Clay,30.43,75.89,16.69,28.02,20.11
2028-02-12,Rice,Sandy,18.82,58.19,9.76,18.56,53.78
2028-02-13,Wheat,Clay,36.45,70.97,5.49,42.42,22.22
2028-02-14,Maize,Silt,27.9,64.91,8.52,20.11,30.95
2028-02-15,Cotton,Loamy,28.49,73.13,0.35,28.46,32.98
2028-02-16,Wheat,Clay,23.72,39.45,5.5,42.92,20.47
2028-02-17,Sugarcane,Loamy,19.81,70.08,6.06,34.34,38.8
2028-02-18,Maize,Silt,31.75,77.15,1.26,26.86,34.64
2028-02-19,Maize,Clay,42.66,65.97,2.87,40.8,34.91
2028-02-20,Sugarcane,Loamy,25.19,85.52,0.9,15.84,64.72
2028-02-21,Rice,Sandy,38.15,84.37,3.81,7.0,70.53
2028-02-22,Wheat,Sandy,17.8,32.09,0.06,16.87,52.32
2028-02-23,Wheat,Silt,25.84,63.82,0.16,39.4,32.55
2028-02-24,Sugarcane,Sandy,42.07,75.32,2.62,16.29,76.76
2028-02-25,Wheat,Clay,39.84,69.52,3.26,36.69,42.93
2028-02-26,Cotton,Silt,38.57,70.86,6.04,34.33,34.73
2028-02-27,Wheat,Clay,29.04,22.33,1.38,28.09,42.32
2028-02-28,Wheat,Sandy,40.69,54.34,1.22,8.39,52.0
2028-02-29,Cotton,Clay,18.33,37.07,1.77,36.21,39.39
2028-03-01,Sugarcane,Silt,16.67,28.68,3.46,26.74,58.77
2028-03-02,Cotton,Silt,41.87,68.43,0.65,21.3,47.85
2028-03-03,Sugarcane,Clay,27.52,69.12,7.06,40.6,39.87
2028-03-04,Sugarcane,Silt,15.33,84.86,4.62,24.06,47.52
2028-03-05,Rice,Sandy,44.68,81.18,30.56,9.89,52.05
2028-03-06,Sugarcane,Sandy,21.93,26.89,19.42,10.92,67.23
2028-03-07,Wheat,Sandy,15.63,52.61,1.36,18.8,40.39
2028-03-08,Sugarcane,Sandy,26.38,74.02,3.65,19.09,67.34
2028-03-09,Rice,Sandy,23.33,33.15,1.51,20.03,54.22
2028-03-10,Wheat,Silt,17.95,42.91,0.73,23.13,26.1
2028-03-11,Cotton,Silt,18.53,79.11,9.32,26.58,17.53
2028-03-12,Sugarcane,Silt,25.8,23.18,0.86,22.74,65.53
2028-03-13,Cotton,Silt,38.79,58.26,2.74,32.37,44.66
2028-03-14,Wheat,Clay,35.38,81.13,2.33,41.83,24.59
2028-03-15,Rice,Sandy,15.85,68.67,8.24,18.27,52.91
2028-03-16,Maize,Loamy,18.21,47.42,4.45,20.51,26.05
2028-03-17,Maize,Silt,16.02,67.94,9.09,34.15,22.44
2028-03-18,Rice,Sandy,17.12,57.87,11.14,18.6,51.32
2028-03-19,Rice,Loamy,18.2,28.91,11.74,25.52,46.75
